x-axis,1,2
second,Volt,Volt
-54.600E-06,+398.869384E-03,+31.171858490E+00
-54.500E-06,+47.110587E-03,+31.171858490E+00
-54.400E-06,+47.110587E-03,+31.171858490E+00
-54.300E-06,-3.140669E-03,+30.820099693E+00
-54.200E-06,-3.140669E-03,+30.820099693E+00
-54.100E-06,+398.869384E-03,+31.171858490E+00
-54.000E-06,+47.110587E-03,+30.769848436E+00
-53.900E-06,-304.648209E-03,+30.820099693E+00
-53.800E-06,-354.899466E-03,+30.769848436E+00
-53.700E-06,+47.110587E-03,+30.769848436E+00
-53.600E-06,+47.110587E-03,+30.769848436E+00
-53.500E-06,-3.140669E-03,+30.769848436E+00
-53.400E-06,+47.110587E-03,+31.171858490E+00
-53.300E-06,+47.110587E-03,+30.769848436E+00
-53.200E-06,-3.140669E-03,+31.121607233E+00
-53.100E-06,+47.110587E-03,+30.769848436E+00
-53.000E-06,-354.899466E-03,+31.171858490E+00
-52.900E-06,-304.648209E-03,+31.121607233E+00
-52.800E-06,-354.899466E-03,+31.121607233E+00
-52.700E-06,+47.110587E-03,+31.121607233E+00
-52.600E-06,-304.648209E-03,+30.769848436E+00
-52.500E-06,+47.110587E-03,+30.769848436E+00
-52.400E-06,+47.110587E-03,+31.171858490E+00
-52.300E-06,-354.899466E-03,+30.769848436E+00
-52.200E-06,+47.110587E-03,+30.769848436E+00
-52.100E-06,-354.899466E-03,+31.171858490E+00
-52.000E-06,+47.110587E-03,+31.171858490E+00
-51.900E-06,+47.110587E-03,+30.769848436E+00
-51.800E-06,+47.110587E-03,+30.769848436E+00
-51.700E-06,+47.110587E-03,+31.171858490E+00
-51.600E-06,+47.110587E-03,+30.820099693E+00
-51.500E-06,+47.110587E-03,+30.769848436E+00
-51.400E-06,+47.110587E-03,+31.121607233E+00
-51.300E-06,+47.110587E-03,+30.769848436E+00
-51.200E-06,+47.110587E-03,+31.171858490E+00
-51.100E-06,-3.140669E-03,+30.769848436E+00
-51.000E-06,-3.140669E-03,+30.769848436E+00
-50.900E-06,+47.110587E-03,+30.769848436E+00
-50.800E-06,+47.110587E-03,+30.769848436E+00
-50.700E-06,+47.110587E-03,+30.820099693E+00
-50.600E-06,+47.110587E-03,+31.121607233E+00
-50.500E-06,-3.140669E-03,+30.820099693E+00
-50.400E-06,+47.110587E-03,+30.769848436E+00
-50.300E-06,-304.648209E-03,+31.121607233E+00
-50.200E-06,+47.110587E-03,+30.820099693E+00
-50.100E-06,-3.140669E-03,+31.171858490E+00
-50.000E-06,-304.648209E-03,+31.121607233E+00
